"PID","CHOSEN","GENDER","AGE","WORK","GRAD","DIET","STUDENT","MARRIED","DELIV","FACEBOOK","TWITTER","INSTA","INCOME","KIDS","ALONE","REGION","DENSIT","FREQ","SNOB","PRICE_STA","KNOWN_STA","TASTE_STA","AMB_STA","SPEED_STA","MENU_STA","APP_STA","ADV_STA","PRICE_DUN","KNOWN_DUN","TASTE_DUN","AMB_DUN","SPEED_DUN","MENU_DUN","APP_DUN","ADV_DUN","PRICE_PEET","KNOWN_PEET","TASTE_PEET","AMB_PEET","SPEED_PEET","MENU_PEET","APP_PEET","ADV_PEET","PRICE_CAR","KNOWN_CAR","TASTE_CAR","AMB_CAR","SPEED_CAR","MENU_CAR","APP_CAR","ADV_CAR","UNO"
2278,2,1,32,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,5.61,1,2,2,3,3,5,3,4.04,1,3,5,5,4,1,2,6.02,1,4,3,3,4,2,4,4.74,2,5,4,1,3,4,1,1
2279,2,1,73,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,6.07,1,3,4,4,3,4,4,3.11,2,4,4,2,3,2,4,5.39,1,3,3,4,2,3,3,4.84,1,2,4,3,2,2,2,1
2280,2,1,46,1,3,4,1,2,1,1,2,1,2,1,2,1,3,1,3,4.95,2,4,2,3,2,3,2,3.1,1,4,2,4,4,1,4,4.96,1,1,5,1,3,2,5,3.6,2,2,4,1,5,2,3,1
2281,2,1,68,2,2,4,1,1,1,1,1,1,2,1,2,1,1,1,3,5.94,1,2,5,2,4,2,2,2.22,1,5,4,3,4,3,4,4.23,2,3,4,3,2,4,4,4.1,1,3,3,4,4,3,3,1
2282,1,2,70,1,2,1,2,1,2,2,2,1,3,1,2,3,1,2,2,5.94,1,3,4,5,2,5,5,3.18,1,2,4,5,1,2,1,4.28,1,3,1,2,4,3,1,4.89,1,4,5,4,3,4,3,1
2283,1,1,38,2,1,1,1,2,1,1,1,1,2,1,2,3,2,1,2,4.58,1,5,3,4,3,4,5,3.06,1,3,5,4,4,4,3,5.37,1,3,5,5,3,3,1,5.38,1,4,4,4,4,4,5,1
2284,3,1,21,1,3,3,2,2,1,1,2,2,2,2,2,1,2,2,3,5.78,1,5,4,2,3,1,3,2.65,2,3,5,1,5,1,1,4.65,1,5,5,5,3,2,2,4.81,2,4,5,4,4,3,3,1
2285,3,1,64,1,2,4,1,1,1,1,2,2,2,1,2,4,3,1,2,6.18,1,2,2,5,5,5,3,3.34,1,3,1,3,2,4,3,4.55,2,3,5,3,3,5,3,4.71,1,3,3,1,5,3,3,1
2286,3,1,70,1,1,2,1,2,1,1,2,1,1,1,1,4,1,1,2,5.71,1,3,4,1,4,3,3,3,1,3,2,2,4,5,4,6,2,4,4,5,4,3,3,4.81,1,4,4,5,5,3,3,1
2287,2,1,48,2,2,1,1,2,2,2,1,1,1,1,2,4,3,1,1,5.59,1,3,4,5,2,5,3,2.41,1,4,4,4,5,2,4,5.91,2,1,2,4,4,5,4,4.35,1,3,3,3,4,2,3,1
2288,1,1,35,1,2,2,1,2,1,1,2,2,2,2,2,3,1,2,2,5.5,1,4,4,4,4,4,3,3.13,1,4,4,1,5,5,4,4.73,1,4,3,3,3,5,3,4.31,1,4,4,2,5,2,3,1
2289,2,2,26,1,2,1,1,1,2,2,2,2,1,2,2,3,1,2,3,5.33,1,4,4,2,4,4,3,3.41,2,3,5,2,3,4,5,5.33,1,4,4,1,3,3,2,3.44,1,3,2,4,1,3,1,1
2290,4,1,49,2,3,2,1,3,2,2,2,2,1,1,2,2,1,1,3,6.18,1,4,4,1,4,2,2,2.72,1,3,3,2,3,5,3,5.29,1,5,4,3,3,1,4,4.45,2,5,3,3,5,3,3,1
2291,2,1,70,1,2,4,1,1,1,1,2,2,2,2,2,1,1,1,3,5.1,1,2,5,2,3,4,2,3.45,1,2,5,4,4,4,3,5.51,1,5,3,3,2,3,3,5.02,1,2,2,2,4,4,3,1
2292,4,2,50,2,1,3,1,3,2,1,2,2,2,1,2,3,2,1,2,6.66,1,4,3,3,3,2,4,3.11,1,3,4,3,5,1,4,4.91,1,5,4,1,2,2,5,4.65,2,4,4,3,5,4,3,1
2293,4,1,50,3,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,5.61,1,2,4,5,3,4,5,3.26,1,5,1,3,4,3,4,5.28,2,4,4,4,5,4,2,3.92,1,3,4,5,4,2,3,1
2294,2,1,44,1,2,1,2,2,1,1,1,1,3,2,2,2,1,2,1,5.56,1,4,3,4,5,1,2,2.78,1,5,4,2,4,3,3,5.35,1,3,5,1,4,4,3,4.57,1,3,5,3,4,3,1,1
2295,2,2,25,2,3,1,1,1,1,1,1,2,2,2,1,1,2,1,3,5.26,1,2,4,3,2,4,4,2.69,1,4,4,2,2,2,5,5.32,1,4,4,5,2,2,3,4.39,2,1,3,1,2,5,3,1
2296,1,1,38,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,5.81,1,4,4,3,5,5,2,2.93,1,3,3,2,1,5,5,5.3,2,4,4,3,1,4,3,5.27,2,1,5,4,3,2,4,1
2297,3,1,66,1,2,4,1,2,2,2,1,1,3,1,2,1,1,1,2,4.88,2,4,4,4,3,4,4,3.05,1,2,5,4,1,5,3,4.77,1,4,4,4,1,5,4,4.38,2,2,5,2,5,3,2,1
2298,2,2,52,1,2,1,1,1,1,1,2,1,3,1,1,3,1,2,1,6.07,1,3,5,2,4,3,3,2.89,1,3,4,4,2,3,1,3.75,1,4,3,4,4,3,1,3.98,1,4,2,4,4,2,3,1
2299,2,2,45,1,2,4,1,3,1,1,1,1,2,1,2,4,1,1,2,5.14,1,5,4,4,3,5,2,2.57,1,4,2,2,5,3,2,4.35,2,4,2,4,1,4,4,3.95,1,4,2,4,4,3,1,1
2300,2,2,35,1,3,4,1,2,2,1,2,2,1,1,2,1,1,2,3,6.04,1,4,4,3,3,5,4,3.76,2,4,5,4,4,2,3,4.78,2,2,3,4,4,3,3,3.62,2,4,4,1,4,2,1,1
2301,1,1,41,1,3,2,3,2,2,1,1,1,1,2,2,4,3,1,4,4.9,1,4,4,4,3,3,2,2.58,1,1,2,3,3,3,3,4.73,2,3,2,4,4,2,2,4.28,2,4,4,1,3,3,5,1
2302,4,2,49,1,2,1,1,1,1,1,2,1,3,2,2,1,1,1,3,5.12,2,3,5,1,4,5,3,3.2,1,3,5,3,4,3,4,4.56,1,4,5,3,4,4,5,4.41,1,3,4,3,4,2,3,1
2303,1,1,68,1,2,3,1,1,1,1,2,1,2,1,2,1,3,1,4,4.65,1,5,4,3,5,3,3,2.66,1,3,1,3,4,3,4,5.45,2,5,3,2,3,5,2,3.8,1,4,3,5,2,5,4,1
2304,2,2,71,1,2,1,1,2,1,1,2,1,1,2,1,4,1,2,3,5.57,1,2,4,2,2,5,2,3.1,1,5,4,4,4,2,4,5.73,1,5,4,4,3,4,4,4.77,2,3,1,3,5,4,5,1
2305,2,2,54,1,2,1,1,2,2,1,1,1,2,1,2,4,1,1,2,6.17,1,4,1,2,3,3,3,2.16,1,4,5,3,3,5,3,6.37,1,3,4,3,2,2,3,4.93,2,2,4,4,2,2,2,1
2306,3,1,21,1,3,1,2,2,1,1,1,1,2,2,2,4,1,1,3,5.59,1,4,4,3,2,4,3,3.74,1,3,5,4,3,4,2,4.18,1,4,5,5,1,3,3,4.68,1,3,4,4,2,5,2,1
2307,2,2,49,2,2,2,1,1,1,1,2,2,3,2,2,3,2,2,1,6.02,1,5,5,4,5,1,3,2.95,1,5,5,4,4,3,2,4.52,1,4,4,4,4,3,2,4.4,1,2,5,4,2,4,5,1
2308,1,2,57,1,2,1,1,2,1,1,2,2,3,1,1,4,1,2,2,5.13,1,4,5,4,5,2,3,3.13,1,4,5,2,4,3,4,3.68,1,5,4,2,4,3,2,4.84,1,4,4,1,5,3,3,1
2309,2,2,33,1,2,4,1,1,1,1,2,2,2,2,2,1,1,1,3,4.82,1,5,4,3,4,3,3,3.24,1,2,5,4,5,5,3,5.35,2,3,4,1,4,4,1,4.25,2,4,3,2,5,2,3,1
2310,2,1,47,1,2,1,1,2,2,1,2,1,2,1,1,3,2,1,3,5.51,1,2,5,1,4,3,2,3.74,1,3,4,2,5,1,2,5.18,1,4,2,4,3,3,3,4.62,1,2,4,4,3,5,1,1
2311,2,1,21,2,1,1,2,1,2,1,2,1,3,2,2,3,3,1,3,5.91,1,3,2,2,2,2,3,2.35,1,4,4,2,4,5,1,5.13,2,3,4,4,4,3,1,5.19,2,5,3,3,2,2,1,1
2312,2,1,27,1,2,1,1,2,1,1,2,1,3,2,1,4,1,2,1,5.27,1,4,4,2,1,3,3,4.25,1,4,4,3,2,5,3,4.86,2,4,4,3,4,2,5,5.39,2,3,4,2,5,2,3,1
2313,2,1,62,2,2,1,1,2,1,1,2,1,2,1,2,4,1,1,2,5.24,1,4,4,2,3,2,5,3.13,1,3,4,3,4,3,2,4.96,1,3,5,2,3,4,4,3.71,1,4,5,2,4,4,4,1
2314,1,2,42,2,2,4,1,2,1,2,2,1,2,1,2,3,3,2,2,4.7,1,4,4,4,5,1,3,2.62,1,3,4,2,3,4,3,5.41,1,3,5,1,3,4,4,4.19,1,4,1,4,1,3,5,1
2315,2,2,70,1,2,1,1,2,1,1,2,1,2,1,1,2,1,1,3,5.58,2,3,4,4,4,3,3,2.79,1,3,5,3,1,3,5,5.02,1,4,4,3,4,5,5,4.54,2,3,5,3,4,5,2,1
2316,2,2,65,1,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,5.83,1,4,4,4,3,3,3,2.91,1,5,4,3,4,3,4,5.05,1,3,4,1,3,5,3,4.71,1,4,2,5,3,2,4,1
2317,1,1,36,3,2,4,1,1,1,1,2,1,1,2,2,1,2,1,1,5.28,1,5,3,5,4,3,3,3.42,1,4,4,5,4,3,2,5,2,5,1,3,3,4,5,4.09,2,4,1,3,3,3,5,1
2318,2,2,70,2,2,1,1,2,2,1,2,2,1,2,1,2,3,1,2,6.31,1,2,3,4,3,5,3,2.3,1,4,5,5,3,3,3,6,1,2,4,2,4,4,3,4.22,2,3,4,4,2,5,4,1
2319,4,1,56,1,1,2,1,2,1,1,2,1,2,2,2,3,3,2,2,5.62,1,3,3,2,3,5,3,3.43,1,4,5,2,4,4,1,5.37,1,3,5,4,3,3,3,4.16,1,4,4,2,5,4,3,1
2320,2,2,42,1,3,1,3,1,1,2,1,1,2,2,1,4,3,1,2,5.45,1,3,4,3,4,2,1,2.32,2,4,4,3,4,4,2,4.68,2,1,5,2,3,3,3,4.63,1,3,4,2,4,1,3,1
2321,2,2,41,1,2,1,1,2,1,1,2,1,3,1,2,1,2,1,2,5.92,1,5,4,3,3,2,3,4.01,1,5,4,3,4,1,5,5.27,1,1,4,2,4,3,3,4.77,1,3,4,5,4,5,2,1
2322,1,1,55,1,2,2,2,2,2,1,2,1,2,1,1,3,3,1,2,5.07,1,5,5,4,2,3,3,3.54,1,2,3,3,5,5,3,5.3,1,3,4,3,3,3,4,4.97,2,3,4,5,4,1,5,1
2323,2,1,74,1,3,1,1,1,1,1,2,1,2,1,2,2,3,2,3,5.35,1,5,4,3,5,4,5,2.5,2,4,3,4,3,3,1,4.81,2,4,3,3,3,4,3,4.74,1,3,3,3,5,2,3,1
2324,4,2,36,1,1,1,1,2,1,1,2,2,3,1,2,4,3,2,1,4.88,1,5,4,5,4,5,3,3.4,1,4,4,3,4,3,3,5.37,1,4,3,3,4,2,3,3.98,2,5,5,4,5,3,3,1
2325,2,1,52,1,1,1,1,1,1,1,1,2,1,1,2,3,2,2,3,5.63,2,3,4,2,4,1,2,2.97,1,3,3,5,4,4,3,5.42,2,4,4,3,3,2,3,5.8,1,4,4,5,5,5,3,1
2326,2,1,57,1,3,4,1,1,2,1,1,1,2,1,2,3,1,2,2,6.22,1,4,5,2,3,5,5,3.13,1,5,5,2,1,3,2,4.98,1,2,4,5,3,3,3,4.04,2,3,2,1,3,3,4,1
2327,4,1,67,2,3,2,1,3,2,1,2,2,2,2,2,4,2,1,2,5.37,1,3,4,4,2,2,3,4.07,1,4,3,3,4,3,4,4.56,1,2,5,4,4,4,3,4.33,1,4,5,4,1,3,3,1
2328,2,1,31,1,2,1,2,1,1,1,2,2,1,1,1,4,2,1,1,4.65,1,3,4,3,2,3,3,3.61,1,5,5,4,4,2,3,5.88,2,3,4,1,3,3,3,5.16,2,2,3,3,4,5,3,1
2329,2,1,67,1,2,3,1,1,1,1,2,1,2,1,2,3,2,1,3,6.22,2,3,4,4,3,5,1,2.87,1,4,4,5,4,3,3,4.52,1,3,2,3,4,3,3,4.5,1,3,5,4,3,5,5,1
2330,1,2,59,1,2,3,1,3,2,1,2,2,2,2,2,1,1,1,2,5.31,2,3,5,1,5,5,4,3.1,2,3,3,4,4,5,1,5.49,1,2,2,4,2,3,3,4.1,2,4,4,3,4,3,5,1
2331,4,1,64,3,1,1,1,2,1,1,1,1,2,2,1,4,1,2,3,6.05,1,4,2,3,3,2,1,3.01,1,3,1,2,3,3,3,4.01,2,5,3,2,5,2,2,4.07,1,2,5,3,4,4,4,1
2332,2,1,29,1,3,2,1,1,2,2,1,1,1,1,2,3,2,1,1,6.13,1,5,4,5,4,3,4,2.92,1,4,1,5,3,3,4,4.94,2,4,2,3,3,5,4,3.78,2,1,5,4,2,4,3,1
2333,2,2,36,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,4,5.74,1,3,3,2,4,3,4,3.17,1,3,4,4,2,4,3,6.04,1,3,1,4,3,1,1,4.04,1,4,4,3,4,1,3,1
2334,2,2,29,1,2,1,3,2,2,1,1,1,2,1,1,3,1,1,1,5.35,1,3,4,4,3,4,3,3.32,2,4,1,3,2,4,4,5.17,2,5,4,3,4,5,2,5.11,1,4,5,5,3,3,2,1
2335,2,2,64,1,2,3,1,1,1,2,1,2,3,2,2,4,1,2,2,5.58,1,4,4,2,2,4,2,3.79,1,4,2,2,4,5,2,5.1,2,4,3,1,4,4,3,4.27,2,3,1,4,3,4,4,1
2336,1,1,74,3,3,2,1,2,2,1,1,2,1,1,1,4,1,1,3,5.73,2,5,4,4,5,3,3,3.05,1,5,1,4,4,4,2,4.56,2,3,5,5,4,5,3,4.53,2,4,5,4,1,4,1,1
2337,2,1,61,1,2,1,1,2,2,2,1,1,2,1,2,1,3,1,1,4.8,1,4,1,2,3,1,3,2.76,1,3,2,4,4,4,1,5.37,2,3,3,3,3,2,3,4.39,1,4,4,1,5,3,2,1
2338,2,2,23,2,1,1,3,1,1,1,2,2,1,2,1,1,2,2,1,5.78,1,2,2,4,4,1,5,3.05,1,3,3,4,4,4,3,5.19,1,4,4,3,5,5,1,4.66,1,3,4,4,3,3,3,1
2339,2,2,61,1,3,1,1,3,1,1,2,1,1,2,2,2,3,2,2,4.85,2,5,3,3,4,3,2,3.68,1,4,3,4,3,3,3,5.12,1,2,4,4,3,3,2,4.71,1,5,4,3,1,3,1,1
2340,2,2,19,2,2,4,3,1,2,1,2,2,2,2,2,2,1,1,3,5.36,1,3,4,1,3,5,3,2.87,1,4,4,4,3,3,4,4.76,1,4,5,4,2,3,1,4.19,1,3,4,1,4,3,3,1
2341,2,2,60,3,2,1,1,3,2,1,1,1,2,2,1,1,2,2,3,5.19,1,5,3,1,2,3,3,3.32,1,4,3,5,4,3,2,5.18,1,3,1,3,4,4,3,4.65,2,5,4,4,4,3,3,1
2342,1,1,36,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,4.79,1,3,1,4,4,5,3,2.37,1,3,3,3,3,4,5,5.66,1,2,3,2,3,3,4,4.35,2,1,3,2,5,5,3,1
2343,1,2,63,1,1,3,1,2,2,1,2,2,1,2,2,1,2,2,4,6.51,1,5,5,5,3,4,4,3.24,1,3,4,2,4,3,4,5.2,2,4,2,3,4,4,2,4.27,1,3,3,2,4,2,3,1
2344,2,2,29,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,6.38,2,4,4,4,4,1,5,2.82,1,4,5,5,4,2,2,4.26,1,3,4,4,4,3,3,3.83,2,3,2,1,4,3,1,1
2345,2,1,67,2,2,1,1,2,2,1,2,2,3,1,2,1,1,2,2,5.69,1,5,2,3,1,1,2,3.22,2,4,5,2,4,2,4,4.59,1,2,3,5,3,3,4,4.43,1,3,3,3,4,5,2,1
2346,1,1,35,1,2,1,1,3,2,1,2,2,2,1,2,3,3,2,3,5.35,1,4,4,4,4,4,1,2.86,1,5,3,4,2,5,3,5.41,2,4,2,2,4,2,3,3.3,1,3,3,4,3,4,2,1
2347,2,2,71,2,2,1,1,1,1,1,2,1,1,1,2,4,1,1,2,6.22,1,5,3,4,4,5,3,2.51,1,3,5,1,1,4,2,5.41,1,3,5,3,4,4,3,4.6,1,4,5,5,5,4,3,1
2348,2,1,46,1,2,3,1,2,2,1,2,2,3,2,1,3,1,1,2,4.8,1,3,2,3,5,1,2,1.85,1,5,5,4,3,1,1,5.28,1,1,4,4,5,4,4,5.28,2,2,5,4,5,2,3,1
2349,4,1,66,1,3,1,1,2,1,1,2,2,3,1,2,1,1,1,2,5.44,1,3,5,1,3,3,3,3.58,1,3,5,3,1,3,4,5.29,1,3,4,2,4,1,4,4.36,2,5,4,2,5,5,2,1
2350,3,1,41,1,2,2,1,1,2,2,1,1,1,1,2,2,2,1,3,5.94,1,5,5,3,4,1,1,3.24,1,1,2,1,4,2,1,4.64,1,3,5,1,2,4,4,4.84,2,4,2,1,3,4,4,1
2351,2,2,38,2,1,1,1,1,2,2,2,1,1,1,2,3,3,1,3,5.17,1,5,4,3,4,4,2,2.98,1,5,5,4,2,3,4,4.48,1,3,4,4,4,4,3,4.42,1,3,4,4,3,3,4,1
2352,2,2,58,1,3,1,1,1,2,1,2,1,3,2,2,1,1,1,4,5.12,1,4,2,2,5,4,4,3.3,1,4,4,5,4,1,4,5.02,2,5,4,4,2,2,4,4.55,1,4,4,4,4,4,3,1
2353,1,1,36,2,1,1,1,1,1,2,2,1,3,1,1,1,1,2,4,5.58,1,2,4,2,5,2,2,3.06,1,1,4,3,3,2,3,5.39,1,2,2,4,3,2,3,4.19,2,4,5,3,3,3,4,1
2354,2,2,52,2,1,4,1,3,1,1,2,2,1,2,2,3,3,1,4,4.9,1,5,3,3,3,3,2,2.1,1,5,5,4,3,2,5,4.52,1,2,4,5,4,4,2,5.72,1,2,4,4,2,3,1,1
2355,2,1,67,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,3,4.88,1,4,1,3,3,5,3,3.07,1,3,4,5,4,2,2,5.52,1,2,4,2,4,1,1,5.06,2,4,4,2,5,4,3,1
2356,2,1,34,1,2,1,3,3,1,1,1,1,3,2,2,2,2,1,3,5.93,1,4,2,4,3,3,2,3.03,1,5,4,3,3,4,5,4.37,1,1,4,1,3,3,3,5.13,1,4,4,5,3,3,3,1
2357,1,1,44,1,1,1,1,2,2,2,2,1,2,1,1,3,3,1,2,5.31,1,3,4,5,3,2,4,3.47,1,2,4,3,3,3,3,4.98,2,5,4,1,3,3,2,4.16,1,4,5,5,2,5,5,1
2358,2,1,73,1,2,4,1,1,1,2,2,2,2,1,1,3,2,1,1,5.78,1,3,3,3,5,4,4,2.28,1,3,3,3,5,3,3,4.79,2,3,5,3,4,3,3,4.41,2,3,5,2,4,1,2,1
2359,1,1,28,1,3,1,1,1,2,2,1,1,2,2,2,3,3,1,2,4.35,1,4,3,3,5,4,3,3.96,1,3,4,4,4,5,4,4.81,2,1,4,4,3,4,4,4.56,1,4,3,2,5,5,2,1
2360,2,1,49,1,1,1,1,1,2,1,2,1,2,2,2,1,3,1,3,5.98,1,3,3,4,3,4,2,2.74,1,3,5,3,4,4,2,5.19,2,4,3,3,5,3,1,4.99,1,3,2,4,4,3,4,1
2361,2,1,57,1,1,4,1,2,2,2,2,2,2,2,2,3,1,2,1,7.05,1,5,4,4,4,3,3,3.13,1,4,2,5,4,4,5,4.57,1,5,1,4,3,3,1,4.37,2,4,3,2,3,3,4,1
2362,2,2,32,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,2,5.44,1,4,4,2,4,3,3,1.77,1,5,2,2,4,2,2,5.26,2,3,4,4,3,4,2,4.47,1,2,2,5,2,5,3,1
2363,3,1,32,1,3,1,1,1,1,1,2,1,2,2,2,1,1,1,2,5.28,1,2,1,4,5,1,4,3.32,2,3,2,3,3,1,3,4.33,1,3,3,2,3,3,3,4.08,1,3,4,3,5,3,4,1
2364,2,2,40,2,3,1,1,2,1,1,2,1,3,1,2,1,1,1,2,5.29,1,5,4,5,4,3,2,3.08,1,4,3,2,3,1,2,4.9,1,3,5,5,4,5,2,3.9,2,3,4,3,2,3,5,1
2365,1,1,25,3,2,4,1,1,1,1,2,2,2,2,1,3,2,1,2,5.6,1,4,3,2,5,1,5,2.42,1,5,3,4,3,2,4,4.85,1,4,4,3,3,5,3,4.53,1,3,4,2,4,4,3,1
2366,2,1,43,1,2,1,1,3,2,1,2,1,2,1,2,4,2,1,2,5.75,1,4,5,4,3,2,4,2.62,1,4,4,3,4,3,2,5.44,1,4,4,3,4,1,5,3.57,1,4,4,1,4,2,4,1
2367,3,1,66,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,5.12,1,3,3,4,4,4,4,2.92,1,4,2,2,4,1,3,4.51,1,5,5,4,4,3,5,4.1,1,5,5,4,4,4,1,1
2368,2,2,74,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,5.51,1,1,5,5,3,3,2,3.71,2,4,4,4,5,4,4,5.01,1,2,4,3,5,4,3,5.12,2,3,4,4,4,1,3,1
2369,2,2,56,2,1,1,3,2,1,2,2,1,3,2,2,1,1,2,2,5.47,1,3,3,5,4,2,2,2.54,1,5,5,4,2,5,3,5.46,2,5,3,4,5,3,4,4.09,1,4,4,1,3,3,5,1
2370,2,2,71,3,3,1,1,2,1,1,2,2,2,2,2,4,2,1,3,5.95,1,3,3,4,4,5,2,3.3,1,3,5,4,3,5,1,4.04,1,4,4,4,4,4,4,4.87,1,3,4,2,4,3,1,1
2371,2,2,61,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,5.89,1,2,4,4,5,4,3,2.01,1,4,3,4,3,2,4,4.91,1,4,5,1,3,2,2,4.22,1,3,4,5,3,5,4,1
2372,3,1,35,3,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,5.26,1,3,5,3,3,2,3,2.64,1,4,4,2,4,4,2,4.44,1,3,3,5,4,3,3,4.06,2,2,4,2,3,3,2,1
2373,3,1,55,1,1,1,1,3,2,2,2,2,2,1,2,3,2,2,3,5.23,1,3,4,2,4,5,3,3.06,1,2,2,5,2,5,2,4.55,2,5,4,5,3,4,4,4.01,1,4,3,3,3,5,3,1
2374,2,1,67,1,1,1,1,2,2,1,1,1,3,1,1,3,3,1,2,6,1,3,4,3,4,3,4,3.27,1,4,5,5,3,3,2,3.99,1,3,5,2,3,3,3,4.64,1,3,4,1,4,1,3,1
2375,2,1,37,1,2,1,1,2,2,1,1,1,2,2,2,4,1,1,3,5.79,1,2,3,3,3,2,1,3.42,2,4,2,3,5,5,3,5.82,1,4,4,2,3,5,2,5.21,2,3,2,5,4,2,3,1
2376,1,1,67,1,2,1,1,1,1,1,1,2,2,1,2,4,3,2,3,5.09,1,5,5,5,3,4,2,3.85,2,1,5,4,4,3,3,4.59,2,4,1,5,5,3,2,4.9,1,5,4,4,5,2,2,1
2377,2,2,39,1,2,4,1,2,1,1,1,1,3,1,2,3,1,2,2,6.07,1,3,4,4,4,4,5,3,1,5,4,4,4,5,3,4.87,2,3,3,3,3,2,3,4.21,2,5,4,5,5,4,1,1
2378,1,1,63,2,3,4,1,1,1,1,1,1,3,2,2,3,3,1,2,5.57,1,3,4,3,3,5,3,3.47,1,4,4,1,4,1,3,4.86,1,3,4,2,3,4,2,4.58,1,4,3,2,4,3,3,1
2379,2,1,31,1,3,1,1,2,1,1,2,1,2,1,2,3,1,1,3,5.24,1,2,4,3,3,3,3,3.79,1,4,4,4,5,4,5,5.67,1,4,3,4,1,2,2,3.83,1,4,4,3,4,3,2,1
2380,4,2,49,2,1,1,1,2,1,1,1,2,2,2,1,3,1,1,4,6.42,2,4,4,4,5,4,1,3.07,1,2,3,3,3,5,4,4.15,1,4,4,2,1,5,4,4.54,1,5,3,3,4,1,3,1
2381,1,1,23,1,2,1,2,2,1,1,2,1,2,2,2,2,3,1,4,5.42,2,4,5,5,4,3,3,2.68,1,4,3,3,3,3,3,4.56,1,4,3,4,2,3,2,5.26,1,3,2,4,4,2,4,1
2382,2,1,20,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,5.35,1,3,4,4,3,2,1,2.62,1,4,4,1,4,5,4,4.19,2,3,5,5,3,3,3,4.57,2,5,4,3,2,4,3,1
2383,3,2,19,3,3,1,2,3,1,1,1,1,2,2,1,1,1,2,2,4.99,1,4,4,4,3,5,4,2.9,1,5,4,3,3,4,2,4.23,1,5,4,4,3,2,4,3.91,2,4,4,3,4,5,3,1
2384,1,1,25,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,5.25,1,5,4,3,3,5,2,3.9,1,4,4,3,4,3,4,4.91,1,4,3,4,5,5,5,4.04,2,3,3,4,4,5,3,1
2385,1,2,48,1,2,1,1,1,1,1,1,2,2,1,2,3,2,1,2,5.26,1,4,3,5,5,4,3,2.86,1,2,3,3,3,4,5,4.63,2,3,3,4,5,3,5,3.88,1,5,4,4,2,3,4,1
2386,1,1,61,1,2,1,1,1,2,2,2,1,2,1,2,4,1,2,2,5.52,2,4,1,5,5,4,3,1.73,1,2,1,1,1,3,4,5.5,1,4,5,2,3,5,3,4.15,1,4,4,1,3,5,3,1
2387,2,2,69,1,2,1,1,1,2,1,2,1,1,1,1,4,2,2,2,5.14,1,1,5,5,3,3,3,1.92,1,5,4,4,3,5,2,5.04,1,4,2,3,5,1,3,4.52,1,1,3,2,4,5,3,1
2388,3,2,42,2,1,1,1,2,2,1,2,2,2,1,2,3,3,1,2,5.68,1,2,5,2,2,3,2,3.29,2,4,3,2,4,3,3,4.67,2,2,4,1,3,4,1,4.66,1,3,2,4,4,1,4,1
2389,2,1,71,1,3,1,1,2,1,1,2,1,2,1,2,4,3,1,2,5.76,1,3,3,4,2,4,2,3.73,1,3,1,4,3,3,2,5.16,1,3,2,1,3,1,3,3.78,2,4,4,3,3,2,3,1
2390,2,2,46,1,3,1,1,2,2,1,2,1,2,1,2,4,2,1,1,5.88,1,3,5,3,2,2,3,3.73,1,4,3,3,5,2,3,5.98,2,3,4,2,4,4,1,4.66,1,4,3,1,4,4,5,1
2391,2,2,45,2,2,1,1,3,2,2,2,1,2,1,2,4,2,1,3,5.01,1,5,4,4,4,4,4,2.35,1,4,3,4,4,4,3,4.59,1,4,2,4,4,2,5,4.77,2,5,4,4,4,5,5,1
2392,1,1,67,1,2,1,1,2,1,1,2,2,2,1,2,4,3,1,2,5.33,1,4,2,4,4,4,4,2.82,1,1,4,4,3,3,3,5.37,2,4,4,5,2,3,5,5.36,2,5,3,4,3,5,5,1
2393,1,1,46,1,3,4,1,1,2,2,2,2,3,1,2,3,1,1,2,4.49,1,4,4,4,5,5,5,3.46,1,4,3,3,4,2,4,4.97,1,2,5,3,3,2,5,4.51,1,3,4,3,4,5,4,1
2394,2,1,18,1,3,1,2,2,2,2,1,2,2,2,2,2,2,1,4,5.01,2,4,4,4,3,4,3,2.53,1,5,4,4,2,5,3,4.26,2,4,4,4,3,4,4,4.94,1,4,5,4,4,3,3,1
2395,2,2,48,2,2,1,1,1,2,1,2,1,3,2,1,1,1,1,2,5.43,1,4,4,4,4,4,5,2.58,1,5,4,1,2,5,1,4.9,1,5,4,3,5,2,2,5.04,2,3,5,3,5,3,2,1
